timestamp,sender_bic,receiver_bic,amount,currency,msg_type
2025-12-12 00:36:48.337321,BOFAUS3NXXX,DEUTDEFFXXX,306588.91,JPY,MT202
2025-12-18 13:41:48.337321,CHASUS33XXX,BOFAUS3NXXX,984476.0,JPY,MT103
2025-12-22 12:27:48.337321,BNPAFRPPXXX,BARCGB22XXX,1635.21,USD,MT950
2025-12-01 02:24:48.337321,DEUTDEFFXXX,BARCGB22XXX,542142.63,USD,MT202
2025-12-28 22:21:48.337321,BARCGB22XXX,DEUTDEFFXXX,677961.67,GBP,MT103
2025-12-22 21:33:48.337321,DEUTDEFFXXX,CHASUS33XXX,336246.89,EUR,MT950
2025-12-11 20:27:48.337321,BOFAUS3NXXX,CHASUS33XXX,488774.8,USD,MT950
2025-12-17 03:40:48.337321,CHASUS33XXX,CHASUS33XXX,487583.91,GBP,MT103
2025-12-19 05:18:48.337321,BOFAUS3NXXX,CHASUS33XXX,961973.49,USD,MT202
2025-12-20 05:03:48.337321,BARCGB22XXX,BOFAUS3NXXX,375581.13,EUR,MT103
2025-12-21 12:06:48.337321,BNPAFRPPXXX,BOFAUS3NXXX,649509.5,GBP,MT103
2025-12-28 08:37:48.337321,BARCGB22XXX,BOFAUS3NXXX,219722.58,GBP,MT103
2025-12-27 19:02:48.337321,DEUTDEFFXXX,CHASUS33XXX,628927.82,GBP,MT950
2025-12-10 08:37:48.337321,CHASUS33XXX,BARCGB22XXX,7399.76,JPY,MT103
2025-11-30 01:54:48.337321,BARCGB22XXX,BOFAUS3NXXX,69040.25,JPY,MT103
2025-12-02 19:52:48.337321,CHASUS33XXX,BARCGB22XXX,133251.55,EUR,MT202
2026-01-15 16:52:48.351381,BARCGB22XXX,BARCGB22XXX,920422.02,USD,MT202
2025-12-15 23:37:48.337321,BOFAUS3NXXX,CHASUS33XXX,291200.58,EUR,MT950
2025-12-25 12:29:48.337321,BOFAUS3NXXX,BNPAFRPPXXX,610382.66,EUR,MT103
2025-12-14 16:22:48.337321,BOFAUS3NXXX,BOFAUS3NXXX,409598.33,JPY,MT950
2025-12-01 04:12:48.337321,BNPAFRPPXXX,BNPAFRPPXXX,469062.93,JPY,MT103
2025-12-23 02:35:48.337321,BNPAFRPPXXX,CHASUS33XXX,340195.2,EUR,MT103
2025-12-09 02:37:48.337321,CHASUS33XXX,BARCGB22XXX,114331.13,USD,MT202
2025-12-06 17:48:48.337321,DEUTDEFFXXX,DEUTDEFFXXX,544575.93,JPY,MT202
2025-12-14 04:22:48.337321,BARCGB22XXX,BOFAUS3NXXX,680590.58,GBP,MT202
2025-12-01 09:20:48.337321,BARCGB22XXX,DEUTDEFFXXX,947437.09,EUR,MT950
2025-12-21 12:39:48.337321,BOFAUS3NXXX,CHASUS33XXX,102093.25,GBP,MT202
2025-12-01 08:38:48.337321,CHASUS33XXX,BARCGB22XXX,809454.81,EUR,MT202
2025-12-02 18:38:48.337321,DEUTDEFFXXX,CHASUS33XXX,94213.29,USD,MT202
2025-12-12 21:48:48.337321,BARCGB22XXX,BNPAFRPPXXX,45653.86,EUR,MT950
2025-12-13 13:54:48.337321,CHASUS33XXX,CHASUS33XXX,679830.97,EUR,MT202
2025-12-13 18:01:48.337321,BOFAUS3NXXX,BARCGB22XXX,335075.51,EUR,MT202
2025-12-13 11:09:48.337321,CHASUS33XXX,BNPAFRPPXXX,146001.52,USD,MT103
2025-12-26 13:41:48.337321,CHASUS33XXX,BNPAFRPPXXX,511569.38,EUR,MT202
2025-12-22 23:09:48.337321,BARCGB22XXX,BARCGB22XXX,947140.64,EUR,MT202
2025-11-30 08:26:48.337321,BARCGB22XXX,BOFAUS3NXXX,872726.83,GBP,MT950
2026-01-05 16:52:48.351464,DEUTDEFFXXX,CHASUS33XXX,564399.56,GBP,MT202
2025-12-02 16:15:48.337321,BARCGB22XXX,DEUTDEFFXXX,459201.94,EUR,MT950
2025-12-21 03:51:48.337321,BNPAFRPPXXX,DEUTDEFFXXX,397510.5,EUR,MT202
2025-12-07 02:16:48.337321,BOFAUS3NXXX,CHASUS33XXX,294222.03,EUR,MT103
2025-12-27 21:28:48.337321,DEUTDEFFXXX,BOFAUS3NXXX,711859.96,USD,MT103
2025-12-02 21:20:48.337321,BARCGB22XXX,CHASUS33XXX,37465.59,USD,MT950
2025-12-05 10:08:48.337321,DEUTDEFFXXX,BOFAUS3NXXX,600219.43,GBP,MT103
2025-12-12 02:09:48.337321,BARCGB22XXX,DEUTDEFFXXX,618886.29,USD,MT103
2025-12-11 21:57:48.337321,CHASUS33XXX,BNPAFRPPXXX,635579.37,JPY,MT202
2025-12-17 07:34:48.337321,BARCGB22XXX,BOFAUS3NXXX,591248.79,EUR,MT103
2025-12-09 12:09:48.337321,DEUTDEFFXXX,BOFAUS3NXXX,266880.7,GBP,MT950
2025-12-09 04:30:48.337321,CHASUS33XXX,BARCGB22XXX,646077.82,USD,MT950
2025-12-22 17:31:48.337321,CHASUS33XXX,BOFAUS3NXXX,257097.1,USD,MT202
2025-12-05 03:54:48.337321,CHASUS33XXX,BARCGB22XXX,226929.86,EUR,MT103
2025-12-11 02:40:48.337321,BOFAUS3NXXX,CHASUS33XXX,862023.92,GBP,MT950
2025-12-09 22:06:48.337321,INVALIDWOTYJHTN,BOFAUS3NXXX,154445.3,GBP,MT103
2025-12-02 23:37:48.337321,BOFAUS3NXXX,BOFAUS3NXXX,524065.4,EUR,MT103
2025-12-22 10:13:48.337321,DEUTDEFFXXX,BNPAFRPPXXX,541531.02,JPY,MT950
2025-12-22 05:39:48.337321,DEUTDEFFXXX,BNPAFRPPXXX,703617.32,USD,MT103
2025-12-11 23:25:48.337321,BNPAFRPPXXX,DEUTDEFFXXX,808847.1,JPY,MT950
2025-11-30 05:39:48.337321,CHASUS33XXX,BOFAUS3NXXX,344453.31,GBP,MT950
2025-12-10 09:36:48.337321,DEUTDEFFXXX,BOFAUS3NXXX,436556.65,JPY,MT202
2025-12-13 19:11:48.337321,BNPAFRPPXXX,BOFAUS3NXXX,370983.76,EUR,MT950
2025-12-03 06:13:48.337321,CHASUS33XXX,BARCGB22XXX,368288.34,EUR,MT103
2025-12-09 08:59:48.337321,BNPAFRPPXXX,BOFAUS3NXXX,861303.3,EUR,MT202
2025-12-10 13:26:48.337321,DEUTDEFFXXX,DEUTDEFFXXX,135925.06,EUR,MT950
2025-12-21 17:52:48.337321,BNPAFRPPXXX,DEUTDEFFXXX,963607.25,GBP,MT103
2025-12-13 15:16:48.337321,CHASUS33XXX,BNPAFRPPXXX,213681.84,JPY,MT103
2025-12-06 15:28:48.337321,CHASUS33XXX,BOFAUS3NXXX,728342.7,EUR,MT103
2025-12-22 09:47:48.337321,BOFAUS3NXXX,BOFAUS3NXXX,409305.93,USD,MT950
2025-12-03 12:52:48.337321,CHASUS33XXX,BARCGB22XXX,56046.54,EUR,MT202
2025-12-17 19:44:48.337321,BARCGB22XXX,DEUTDEFFXXX,460492.33,JPY,MT103
2025-12-21 00:38:48.337321,CHASUS33XXX,DEUTDEFFXXX,573723.69,EUR,MT950
2025-12-20 07:34:48.337321,BNPAFRPPXXX,BNPAFRPPXXX,979932.29,USD,MT103
2025-12-22 03:33:48.337321,CHASUS33XXX,DEUTDEFFXXX,938161.42,EUR,MT950
2025-12-04 02:55:48.337321,BARCGB22XXX,BOFAUS3NXXX,861637.3,GBP,MT103
2025-12-10 11:05:48.337321,DEUTDEFFXXX,CHASUS33XXX,583915.23,USD,MT202
2025-12-18 15:53:48.337321,BARCGB22XXX,BNPAFRPPXXX,741255.16,EUR,MT202
2025-12-18 12:54:48.337321,BOFAUS3NXXX,DEUTDEFFXXX,508081.42,USD,MT950
2025-11-30 08:11:48.337321,BARCGB22XXX,CHASUS33XXX,269793.32,JPY,MT103
2025-12-04 20:25:48.337321,CHASUS33XXX,CHASUS33XXX,300621.62,JPY,MT950
2025-12-10 02:19:48.337321,CHASUS33XXX,BOFAUS3NXXX,294723.78,JPY,MT950
2025-12-28 00:00:48.337321,BARCGB22XXX,BARCGB22XXX,165752.24,GBP,MT950
2025-12-14 07:29:48.337321,BOFAUS3NXXX,BOFAUS3NXXX,848144.38,USD,MT103
2025-12-15 08:29:48.337321,DEUTDEFFXXX,BNPAFRPPXXX,359483.84,EUR,MT202
2025-12-14 02:19:48.337321,BNPAFRPPXXX,CHASUS33XXX,226967.53,GBP,MT950
2025-12-05 03:16:48.337321,BNPAFRPPXXX,BNPAFRPPXXX,928593.29,JPY,MT202
2025-11-29 21:19:48.337321,BARCGB22XXX,BARCGB22XXX,340792.97,GBP,MT202
2025-11-30 09:52:48.337321,BARCGB22XXX,BOFAUS3NXXX,848093.27,USD,MT103
2025-12-01 13:31:48.337321,BNPAFRPPXXX,DEUTDEFFXXX,361922.54,GBP,MT950
2025-12-02 20:08:48.337321,DEUTDEFFXXX,BNPAFRPPXXX,105712.39,USD,MT202
2025-12-08 21:46:48.337321,CHASUS33XXX,DEUTDEFFXXX,187688.2,EUR,MT202
2025-12-22 11:11:48.337321,CHASUS33XXX,DEUTDEFFXXX,706036.43,USD,MT103
2025-12-08 10:01:48.337321,DEUTDEFFXXX,BNPAFRPPXXX,148752.85,JPY,MT202
2025-12-11 21:26:48.337321,DEUTDEFFXXX,BOFAUS3NXXX,795119.83,USD,MT202
2025-12-13 15:29:48.337321,BNPAFRPPXXX,BARCGB22XXX,156024.55,GBP,MT103
2025-12-03 20:23:48.337321,BNPAFRPPXXX,BNPAFRPPXXX,771222.87,JPY,MT950
2025-12-02 15:45:48.337321,BOFAUS3NXXX,BARCGB22XXX,876708.16,USD,MT202
2025-12-27 17:01:48.337321,BARCGB22XXX,DEUTDEFFXXX,725453.13,JPY,MT103
2025-12-23 18:14:48.337321,BOFAUS3NXXX,BARCGB22XXX,89814.9,JPY,MT202
2025-12-12 05:39:48.337321,BOFAUS3NXXX,DEUTDEFFXXX,277444.22,USD,MT202
2025-12-05 14:14:48.337321,BOFAUS3NXXX,BNPAFRPPXXX,491265.9,GBP,MT950
2025-12-15 06:38:48.337321,BARCGB22XXX,BARCGB22XXX,927546.2,GBP,MT202
2025-12-28 14:32:48.337321,DEUTDEFFXXX,CHASUS33XXX,518926.42,JPY,MT202
2025-12-09 16:33:48.337321,BNPAFRPPXXX,DEUTDEFFXXX,699717.05,GBP,MT202
2025-12-02 23:17:48.337321,BOFAUS3NXXX,DEUTDEFFXXX,779166.09,USD,MT950
2025-12-08 06:02:48.337321,DEUTDEFFXXX,CHASUS33XXX,472146.69,JPY,MT103
2025-12-26 23:50:48.337321,BOFAUS3NXXX,BNPAFRPPXXX,152060.17,USD,MT202
2025-12-07 22:47:48.337321,BNPAFRPPXXX,DEUTDEFFXXX,149255.34,EUR,MT103
2025-12-18 12:09:48.337321,BARCGB22XXX,DEUTDEFFXXX,874967.47,GBP,MT202
2025-12-11 12:09:48.337321,DEUTDEFFXXX,BOFAUS3NXXX,518874.88,GBP,MT950
2025-12-12 06:37:48.337321,BNPAFRPPXXX,BARCGB22XXX,385899.04,USD,MT950
2025-12-14 16:22:48.337321,DEUTDEFFXXX,BOFAUS3NXXX,349115.26,GBP,MT202
2025-12-06 04:11:48.337321,DEUTDEFFXXX,BNPAFRPPXXX,153946.48,GBP,MT202
2025-12-20 20:01:48.337321,BARCGB22XXX,BNPAFRPPXXX,164571.39,USD,MT950
2025-12-18 16:04:48.337321,DEUTDEFFXXX,BNPAFRPPXXX,236698.73,EUR,MT202
2025-12-20 10:16:48.337321,DEUTDEFFXXX,BOFAUS3NXXX,898739.85,EUR,MT103
2025-12-08 13:24:48.337321,DEUTDEFFXXX,BOFAUS3NXXX,894775.88,GBP,MT202
2025-12-06 06:34:48.337321,CHASUS33XXX,BOFAUS3NXXX,292874.31,JPY,MT103
2025-12-08 03:36:48.337321,BOFAUS3NXXX,DEUTDEFFXXX,82567.23,USD,MT103
2025-12-03 00:38:48.337321,DEUTDEFFXXX,BARCGB22XXX,675401.28,GBP,MT950
2025-12-03 18:33:48.337321,BNPAFRPPXXX,BOFAUS3NXXX,890836.65,USD,MT103
2025-12-25 08:46:48.337321,BOFAUS3NXXX,BARCGB22XXX,536603.84,GBP,MT202
2025-12-15 08:16:48.337321,BNPAFRPPXXX,CHASUS33XXX,308821.72,USD,MT950
2025-12-17 19:03:48.337321,BARCGB22XXX,CHASUS33XXX,139500.43,EUR,MT950
2025-12-19 14:12:48.337321,DEUTDEFFXXX,DEUTDEFFXXX,821872.77,GBP,MT950
2025-12-21 21:15:48.337321,BNPAFRPPXXX,BOFAUS3NXXX,930261.58,JPY,MT202
2025-12-06 11:16:48.337321,BOFAUS3NXXX,BARCGB22XXX,161332.61,EUR,MT202
2025-12-21 00:07:48.337321,CHASUS33XXX,BNPAFRPPXXX,769813.62,EUR,MT103
2025-11-30 23:19:48.337321,BNPAFRPPXXX,BARCGB22XXX,72488.2,JPY,MT950
2025-12-09 17:02:48.337321,BARCGB22XXX,CHASUS33XXX,361213.06,USD,MT103
2025-12-23 18:49:48.337321,BNPAFRPPXXX,BNPAFRPPXXX,634443.32,JPY,MT103
2025-12-06 01:38:48.337321,BNPAFRPPXXX,BNPAFRPPXXX,65976.85,GBP,MT103
2025-12-13 12:46:48.337321,DEUTDEFFXXX,CHASUS33XXX,475824.1,EUR,MT103
2025-12-20 09:00:48.337321,DEUTDEFFXXX,BARCGB22XXX,957076.86,EUR,MT103
2025-12-02 06:14:48.337321,DEUTDEFFXXX,DEUTDEFFXXX,88910.45,USD,MT950
2025-12-09 01:01:48.337321,BARCGB22XXX,DEUTDEFFXXX,486303.59,JPY,MT950
2025-12-09 20:51:48.337321,BOFAUS3NXXX,BARCGB22XXX,402337.97,USD,MT103
2025-12-19 22:33:48.337321,BNPAFRPPXXX,BNPAFRPPXXX,32835.82,USD,MT950
2025-12-16 06:33:48.337321,CHASUS33XXX,DEUTDEFFXXX,566342.28,USD,MT950
2025-12-19 06:16:48.337321,BOFAUS3NXXX,BARCGB22XXX,604723.49,GBP,MT950
2025-12-21 22:53:48.337321,BARCGB22XXX,DEUTDEFFXXX,59483.78,JPY,MT103
2025-12-01 08:53:48.337321,BARCGB22XXX,CHASUS33XXX,947983.24,GBP,MT950
2025-11-30 11:11:48.337321,BNPAFRPPXXX,BARCGB22XXX,386769.5,GBP,MT202
2025-12-15 07:19:48.337321,CHASUS33XXX,DEUTDEFFXXX,965079.36,EUR,MT950
2025-12-14 12:28:48.337321,BOFAUS3NXXX,BOFAUS3NXXX,567351.22,USD,MT103
2025-12-05 21:50:48.337321,CHASUS33XXX,BOFAUS3NXXX,814444.98,USD,MT103
2025-12-22 23:46:48.337321,BOFAUS3NXXX,BARCGB22XXX,730785.19,GBP,MT950
2025-12-14 20:52:48.337321,BOFAUS3NXXX,BOFAUS3NXXX,74050.11,GBP,MT950
2025-12-17 07:40:48.337321,DEUTDEFFXXX,BARCGB22XXX,759454.97,USD,MT202
2025-12-09 19:45:48.337321,BNPAFRPPXXX,BNPAFRPPXXX,703971.04,JPY,MT103
2025-12-16 22:33:48.337321,BOFAUS3NXXX,DEUTDEFFXXX,513043.02,JPY,MT950
2025-12-26 10:14:48.337321,BNPAFRPPXXX,BARCGB22XXX,444277.31,JPY,MT950
2025-12-16 15:39:48.337321,DEUTDEFFXXX,CHASUS33XXX,613303.2,GBP,MT103
2025-12-14 04:43:48.337321,DEUTDEFFXXX,CHASUS33XXX,259909.96,JPY,MT103
2025-12-14 04:01:48.337321,DEUTDEFFXXX,CHASUS33XXX,47376.21,GBP,MT103
2025-12-21 21:59:48.337321,DEUTDEFFXXX,BARCGB22XXX,460345.67,USD,MT950
2025-12-22 18:24:48.337321,BNPAFRPPXXX,CHASUS33XXX,269772.08,JPY,MT202
2025-12-08 16:31:48.337321,DEUTDEFFXXX,BNPAFRPPXXX,928141.96,GBP,MT103
2025-12-27 09:34:48.337321,DEUTDEFFXXX,DEUTDEFFXXX,339120.46,GBP,MT103
2025-12-23 22:43:48.337321,DEUTDEFFXXX,CHASUS33XXX,811249.85,EUR,MT202
2025-12-16 12:47:48.337321,CHASUS33XXX,DEUTDEFFXXX,226106.11,EUR,MT103
2025-12-17 02:41:48.337321,CHASUS33XXX,BOFAUS3NXXX,34973.75,GBP,MT950
2025-12-06 05:10:48.337321,CHASUS33XXX,BOFAUS3NXXX,512620.0,EUR,MT202
2025-12-14 17:35:48.337321,BNPAFRPPXXX,BARCGB22XXX,758165.88,GBP,MT202
2025-12-16 19:36:48.337321,DEUTDEFFXXX,BNPAFRPPXXX,949692.68,GBP,MT202
2025-12-20 19:22:48.337321,DEUTDEFFXXX,DEUTDEFFXXX,387124.02,GBP,MT950
2025-12-17 16:33:48.337321,CHASUS33XXX,BOFAUS3NXXX,186095.07,JPY,MT950
2025-11-30 15:08:48.337321,BARCGB22XXX,BARCGB22XXX,372358.5,GBP,MT103
2025-12-13 09:36:48.337321,BARCGB22XXX,BNPAFRPPXXX,934417.09,JPY,MT202
2025-12-01 08:29:48.337321,BARCGB22XXX,DEUTDEFFXXX,481274.79,EUR,MT103
2025-12-23 00:07:48.337321,BNPAFRPPXXX,BOFAUS3NXXX,890228.38,EUR,MT202
2025-12-07 14:22:48.337321,BOFAUS3NXXX,BARCGB22XXX,626569.88,EUR,MT950
2025-12-17 02:07:48.337321,BARCGB22XXX,DEUTDEFFXXX,517225.53,USD,MT950
2025-12-01 14:09:48.337321,BOFAUS3NXXX,CHASUS33XXX,169748.63,EUR,MT202
2025-12-25 18:32:48.337321,BNPAFRPPXXX,CHASUS33XXX,796060.1,JPY,MT103
2025-12-03 21:49:48.337321,BNPAFRPPXXX,DEUTDEFFXXX,180803.42,GBP,MT202
2025-12-26 14:42:48.337321,CHASUS33XXX,BARCGB22XXX,775480.59,GBP,MT202
2025-12-04 21:00:48.337321,DEUTDEFFXXX,BNPAFRPPXXX,583904.26,EUR,MT950
2025-12-21 06:15:48.337321,CHASUS33XXX,BARCGB22XXX,354079.44,USD,MT950
2025-12-23 04:23:48.337321,BOFAUS3NXXX,CHASUS33XXX,546240.39,EUR,MT950
2025-12-22 02:18:48.337321,BNPAFRPPXXX,CHASUS33XXX,271403.17,USD,MT950
2025-12-08 16:02:48.337321,DEUTDEFFXXX,BNPAFRPPXXX,988088.23,EUR,MT950
2025-12-24 09:53:48.337321,DEUTDEFFXXX,BNPAFRPPXXX,63086.75,EUR,MT950
2025-12-06 14:52:48.337321,INVALID0ULNXILW,BARCGB22XXX,17724.72,USD,MT950
2025-12-06 11:21:48.337321,DEUTDEFFXXX,BOFAUS3NXXX,666071.72,USD,MT103
2025-12-29 14:12:48.337321,BOFAUS3NXXX,BOFAUS3NXXX,677100.4,GBP,MT103
2025-12-25 13:09:48.337321,BNPAFRPPXXX,CHASUS33XXX,860711.86,EUR,MT103
2025-12-20 10:12:48.337321,BNPAFRPPXXX,DEUTDEFFXXX,131852.76,EUR,MT103
2025-12-15 07:32:48.337321,BOFAUS3NXXX,BOFAUS3NXXX,200237.09,GBP,MT103
2025-12-21 21:36:48.337321,BNPAFRPPXXX,CHASUS33XXX,700234.15,USD,MT103
2025-12-03 22:46:48.337321,BNPAFRPPXXX,CHASUS33XXX,288310.76,JPY,MT202
2025-12-22 10:43:48.337321,BOFAUS3NXXX,BARCGB22XXX,576836.65,USD,MT103
2025-12-02 19:00:48.337321,DEUTDEFFXXX,BNPAFRPPXXX,627216.07,EUR,MT202
2025-12-01 10:57:48.337321,BOFAUS3NXXX,DEUTDEFFXXX,761041.94,USD,MT202
2025-11-30 09:38:48.337321,BNPAFRPPXXX,BOFAUS3NXXX,165894.81,GBP,MT950
2025-12-08 19:37:48.337321,CHASUS33XXX,BNPAFRPPXXX,374713.39,GBP,MT950
2025-12-13 17:40:48.337321,BARCGB22XXX,BNPAFRPPXXX,382794.09,JPY,MT103
2025-12-14 00:22:48.337321,DEUTDEFFXXX,CHASUS33XXX,530217.31,GBP,MT202
2025-12-02 06:31:48.337321,DEUTDEFFXXX,BNPAFRPPXXX,120548.56,JPY,MT202
2025-12-21 00:34:48.337321,BNPAFRPPXXX,BARCGB22XXX,152389.41,USD,MT202
2025-12-09 10:57:48.337321,DEUTDEFFXXX,BARCGB22XXX,166819.01,EUR,MT950
2025-12-01 19:29:48.337321,BOFAUS3NXXX,BOFAUS3NXXX,262032.36,GBP,MT202
2025-12-11 02:03:48.337321,BNPAFRPPXXX,DEUTDEFFXXX,716952.99,EUR,MT103
2025-12-07 02:41:48.337321,BARCGB22XXX,BOFAUS3NXXX,633488.96,EUR,MT103
2025-12-12 09:08:48.337321,DEUTDEFFXXX,BOFAUS3NXXX,598854.99,USD,MT103
2025-12-26 09:08:48.337321,CHASUS33XXX,CHASUS33XXX,593831.25,GBP,MT103
2025-12-13 06:44:48.337321,DEUTDEFFXXX,BARCGB22XXX,412047.96,GBP,MT103
2025-12-14 15:17:48.337321,BARCGB22XXX,DEUTDEFFXXX,280559.79,EUR,MT103
2025-12-12 19:22:48.337321,DEUTDEFFXXX,BNPAFRPPXXX,910314.69,JPY,MT103
2025-12-27 04:05:48.337321,CHASUS33XXX,BOFAUS3NXXX,184846.02,GBP,MT103
2025-12-18 16:23:48.337321,BNPAFRPPXXX,BNPAFRPPXXX,975475.81,USD,MT103
2025-12-08 20:03:48.337321,CHASUS33XXX,CHASUS33XXX,725454.39,GBP,MT202
2025-12-28 20:30:48.337321,BNPAFRPPXXX,BOFAUS3NXXX,747107.91,JPY,MT103
2025-11-30 16:08:48.337321,BARCGB22XXX,DEUTDEFFXXX,93903.71,GBP,MT950
2025-12-03 04:13:48.337321,DEUTDEFFXXX,BOFAUS3NXXX,785099.78,USD,MT103
2025-12-14 02:32:48.337321,BOFAUS3NXXX,DEUTDEFFXXX,85912.25,JPY,MT103
2025-12-24 17:10:48.337321,BOFAUS3NXXX,DEUTDEFFXXX,947060.89,USD,MT103
2025-12-24 05:31:48.337321,BARCGB22XXX,DEUTDEFFXXX,367308.86,EUR,MT103
2025-12-22 05:00:48.337321,BNPAFRPPXXX,BOFAUS3NXXX,36850.04,USD,MT103
2025-12-15 09:06:48.337321,BARCGB22XXX,BOFAUS3NXXX,839297.54,JPY,MT202
2025-12-22 11:03:48.337321,BNPAFRPPXXX,BARCGB22XXX,712960.27,USD,MT103
2025-11-30 23:36:48.337321,BARCGB22XXX,BNPAFRPPXXX,733458.83,GBP,MT103
2025-12-25 00:09:48.337321,CHASUS33XXX,DEUTDEFFXXX,813255.83,EUR,MT103
2025-12-18 19:12:48.337321,CHASUS33XXX,BNPAFRPPXXX,635475.66,GBP,MT103
2025-12-12 18:25:48.337321,DEUTDEFFXXX,BNPAFRPPXXX,944746.05,EUR,MT202
2025-12-18 00:11:48.337321,DEUTDEFFXXX,BOFAUS3NXXX,142446.55,JPY,MT950
2025-12-10 04:29:48.337321,DEUTDEFFXXX,BARCGB22XXX,712943.12,GBP,MT950
2025-12-18 09:04:48.337321,BARCGB22XXX,DEUTDEFFXXX,952355.93,EUR,MT950
2025-12-15 22:43:48.337321,BNPAFRPPXXX,BARCGB22XXX,791281.37,JPY,MT202
2025-11-30 17:11:48.337321,DEUTDEFFXXX,BARCGB22XXX,878755.98,GBP,MT202
2025-11-29 18:58:48.337321,BNPAFRPPXXX,BOFAUS3NXXX,515678.32,USD,MT950
2025-12-09 05:58:48.337321,BOFAUS3NXXX,BARCGB22XXX,757845.97,USD,MT103
2025-12-10 00:15:48.337321,CHASUS33XXX,BOFAUS3NXXX,320918.73,JPY,MT950
2025-12-20 19:35:48.337321,BNPAFRPPXXX,BARCGB22XXX,528897.42,USD,MT950
2025-12-19 09:45:48.337321,DEUTDEFFXXX,DEUTDEFFXXX,728663.95,GBP,MT103
2025-12-10 13:28:48.337321,BARCGB22XXX,DEUTDEFFXXX,638836.16,USD,MT103
2025-12-17 14:23:48.337321,DEUTDEFFXXX,DEUTDEFFXXX,622435.38,GBP,MT103
2025-12-19 07:56:48.337321,BOFAUS3NXXX,BARCGB22XXX,153916.86,USD,MT950
2025-12-27 08:56:48.337321,BOFAUS3NXXX,DEUTDEFFXXX,447231.64,USD,MT202
2025-12-15 14:53:48.337321,BARCGB22XXX,DEUTDEFFXXX,618384.63,USD,MT950
2025-12-20 12:48:48.337321,BNPAFRPPXXX,DEUTDEFFXXX,217139.73,GBP,MT202
2025-12-18 21:15:48.337321,DEUTDEFFXXX,CHASUS33XXX,186442.04,JPY,MT202
2025-12-01 01:24:48.337321,BARCGB22XXX,BNPAFRPPXXX,288433.57,EUR,MT950
2025-12-08 20:45:48.337321,BARCGB22XXX,BOFAUS3NXXX,563319.56,GBP,MT202
2025-12-10 22:08:48.337321,BOFAUS3NXXX,CHASUS33XXX,535054.98,GBP,MT202
2025-12-03 10:17:48.337321,CHASUS33XXX,DEUTDEFFXXX,39583.09,USD,MT950
2025-12-22 00:33:48.337321,BARCGB22XXX,BNPAFRPPXXX,437151.87,USD,MT103
2025-12-03 21:51:48.337321,BOFAUS3NXXX,BNPAFRPPXXX,449209.31,JPY,MT950
2025-12-14 14:09:48.337321,DEUTDEFFXXX,BARCGB22XXX,914968.67,GBP,MT950
2025-12-08 16:24:48.337321,DEUTDEFFXXX,BOFAUS3NXXX,756135.62,JPY,MT202
2025-12-06 15:19:48.337321,BOFAUS3NXXX,BARCGB22XXX,547789.36,USD,MT202
2025-12-21 07:16:48.337321,BOFAUS3NXXX,BNPAFRPPXXX,39576.82,USD,MT950
2025-12-09 13:32:48.337321,DEUTDEFFXXX,BARCGB22XXX,87904.43,JPY,MT202
2025-12-29 08:50:48.337321,BARCGB22XXX,BNPAFRPPXXX,563336.14,EUR,MT103
2025-12-14 09:33:48.337321,CHASUS33XXX,BNPAFRPPXXX,949500.32,GBP,MT202
2025-12-13 23:28:48.337321,BNPAFRPPXXX,CHASUS33XXX,535597.43,JPY,MT202
2025-12-20 18:11:48.337321,CHASUS33XXX,BARCGB22XXX,475497.43,GBP,MT202
2025-12-28 10:26:48.337321,DEUTDEFFXXX,BOFAUS3NXXX,193697.86,JPY,MT103
2025-12-27 16:45:48.337321,BARCGB22XXX,BARCGB22XXX,845985.91,USD,MT103
2025-12-24 08:09:48.337321,CHASUS33XXX,BOFAUS3NXXX,32326.04,GBP,MT950
2025-12-02 22:27:48.337321,DEUTDEFFXXX,BNPAFRPPXXX,292821.82,JPY,MT202
2025-12-18 02:08:48.337321,BARCGB22XXX,BNPAFRPPXXX,188421.55,JPY,MT950
2025-12-03 23:38:48.337321,BNPAFRPPXXX,BARCGB22XXX,276715.73,USD,MT202
2025-12-13 19:21:48.337321,BNPAFRPPXXX,BNPAFRPPXXX,433180.91,JPY,MT103
2025-12-25 12:17:48.337321,BARCGB22XXX,BNPAFRPPXXX,114998.39,USD,MT103
2025-12-11 06:09:48.337321,BNPAFRPPXXX,BOFAUS3NXXX,862577.08,EUR,MT950
2025-11-29 18:22:48.337321,BOFAUS3NXXX,DEUTDEFFXXX,738737.63,JPY,MT950
2025-12-13 15:42:48.337321,BARCGB22XXX,CHASUS33XXX,158987.53,GBP,MT950
2025-12-28 17:29:48.337321,BOFAUS3NXXX,CHASUS33XXX,152808.21,USD,MT202
2025-12-07 07:58:48.337321,BARCGB22XXX,BOFAUS3NXXX,641363.11,JPY,MT202
2025-12-17 19:15:48.337321,BARCGB22XXX,BNPAFRPPXXX,794025.24,JPY,MT950
2025-12-16 06:48:48.337321,BARCGB22XXX,BARCGB22XXX,789006.35,GBP,MT950
2025-12-28 16:21:48.337321,BARCGB22XXX,BOFAUS3NXXX,951988.58,JPY,MT950
2025-12-28 17:08:48.337321,DEUTDEFFXXX,DEUTDEFFXXX,687721.46,GBP,MT202
2025-12-13 07:19:48.337321,BOFAUS3NXXX,BNPAFRPPXXX,715841.15,EUR,MT202
